,doc,token,pos,tag,nerLabel
769,36,extensions,NNS,O,NEO
770,36,seem,VBP,O,Nothing
771,36,like,IN,O,Nothing
772,36,a,DT,O,Nothing
773,36,massive,JJ,O,Nothing
774,36,security,NN,O,NEB
775,36,vulnerability,NN,O,NEB
776,36,sitting,VBG,O,Nothing
777,36,right,JJ,O,Nothing
778,36,under,IN,O,Nothing
779,36,our,PRP$,O,Nothing
780,36,noses,NNS,O,NEB
781,36,like,IN,O,Nothing
782,36,those,DT,B-ARG0,Nothing
783,36,things,NNS,I-ARG0,NEB
784,36,can,MD,O,Nothing
785,36,run,VB,O,NEB
786,36,arbitrary,JJ,O,Nothing
787,36,javascript,NN,O,NEB
788,36,on,IN,O,Nothing
789,36,any,DT,O,Nothing
790,36,site,NN,O,NEB
791,36,you,PRP,O,Nothing
792,36,visit,VBP,O,Nothing
793,36,and,CC,O,Nothing
794,36,could,MD,B-ARGM-MOD,Nothing
795,36,even,RB,B-ARGM-ADV,Nothing
796,36,track,VB,B-V,Nothing
797,36,keystrokes,NNS,B-ARG1,NEB
798,36,in,IN,B-ARGM-LOC,Nothing
799,36,password,NN,I-ARGM-LOC,NEB
800,36,fields,NNS,I-ARGM-LOC,NEO
801,37,ave,NN,O,NEB
802,37,of,IN,O,Nothing
803,37,of,IN,O,Nothing
804,37,of,IN,O,Nothing
805,37,of,IN,O,Nothing
806,37,path,NN,O,NEB
807,37,traversal,NN,O,NEO
808,37,in,IN,O,Nothing
809,37,simple,JJ,O,Nothing
810,37,love,VBP,O,Nothing
811,37,a,DT,O,Nothing
812,37,a,DT,O,Nothing
813,37,allows,JJ,O,Nothing
814,37,listing,NN,B-V,NEB
815,37,any,DT,B-ARG1,Nothing
816,37,file,NN,I-ARG1,NEB
817,37,on,IN,I-ARG1,Nothing
818,37,the,DT,I-ARG1,Nothing
819,37,server,NN,I-ARG1,NEB
820,37,vul,NN,I-ARG1,NEI
821,37,mon,NN,I-ARG1,NEI
822,37,vulnerability,NN,I-ARG1,NEO
823,37,feed,VBP,O,Nothing
824,37,volvo,NN,O,NEB
825,37,needs,NNS,O,NEI
826,37,august,NN,O,NEO
827,37,of,IN,O,Nothing
828,37,of,IN,O,Nothing
829,37,of,IN,O,Nothing
830,39,this,DT,O,Nothing
831,39,time,NN,O,NEB
832,39,is,VBZ,O,Nothing
833,39,big,JJ,O,NEB
834,39,and,CC,O,Nothing
835,39,at,IN,O,Nothing
836,39,least,JJS,O,Nothing
837,39,in,IN,O,Nothing
838,39,my,PRP$,O,Nothing
839,39,nov,NN,O,NEB
840,39,remarkable,JJ,O,Nothing
841,39,hacking,VBG,O,Nothing
842,39,the,DT,O,Nothing
843,39,attacker,NN,O,NEB
844,39,is,VBZ,O,Nothing
845,39,a,DT,O,Nothing
846,39,way,NN,O,NEB
847,39,to,TO,O,Nothing
848,39,help,VB,O,Nothing
849,39,victims,NNS,O,NEB
850,39,and,CC,O,Nothing
851,39,quickly,RB,O,Nothing
852,39,block,VB,O,Nothing
853,39,threats,NNS,O,NEB
854,39,malware,VBP,O,NEI
855,39,security,NN,O,NEB
856,39,news,NN,O,NEI
857,39,reverse,NN,O,NEI
858,39,engineering,NN,O,NEI
859,39,malware,NN,O,NEI
860,39,botnet,NN,O,NEI
861,39,cube,NN,O,NEI
862,39,security,NN,O,NEB
863,39,hacking,VBG,O,Nothing
864,39,the,DT,O,Nothing
865,39,hacker,NN,O,NEO
866,39,stopping,VBG,B-V,Nothing
867,39,a,DT,B-ARG1,Nothing
868,39,big,JJ,I-ARG1,NEB
869,39,botnet,NN,I-ARG1,NEI
870,39,targeting,VBG,I-ARG1,Nothing
871,41,android,JJ,B-V,NEB
872,41,vulnerability,NN,O,NEB
873,41,exposes,VBZ,O,Nothing
874,41,users,NNS,O,NEB
875,41,data,NNS,O,NEO
876,41,via,IN,O,Nothing
877,41,wifi,NN,O,NEB
878,42,financial,JJ,B-ARG1,NEB
879,42,institutions,NNS,I-ARG1,NEI
880,42,consumer,NN,I-ARG1,NEI
881,42,data,NNS,I-ARG1,NEO
882,42,exposed,VBN,B-V,Nothing
883,42,in,IN,B-ARGM-LOC,Nothing
884,42,web,NN,I-ARGM-LOC,NEB
885,42,platform,NN,I-ARGM-LOC,NEI
886,42,vulnerability,NN,I-ARGM-LOC,NEO
887,42,by,IN,B-ARG0,Nothing
888,42,stimson,JJ,I-ARG0,NEB
889,42,leonard,NN,I-ARG0,NEO
890,42,privacy,NN,O,NEB
891,43,android,JJ,B-V,NEB
892,43,vulnerability,NN,O,NEB
893,43,exposes,VBZ,O,Nothing
894,43,users,NNS,O,NEB
895,43,data,NNS,O,NEO
896,43,via,IN,O,Nothing
897,43,wifi,NN,O,NEB
898,44,vulnerability,NN,O,NEB
899,44,found,VBN,O,Nothing
900,44,in,IN,O,Nothing
901,44,crypt,JJ,O,NEB
902,44,subsystem,NN,O,NEB
903,44,of,IN,O,Nothing
904,44,the,DT,O,Nothing
905,44,linux,JJ,O,NEO
906,44,kernel,NN,O,NEO
907,44,before,IN,O,Nothing
908,44,version,NN,O,NEB
909,44,kernel,VBD,O,NEO
910,44,a,DT,O,Nothing
911,44,of,IN,O,Nothing
912,44,rcd,NN,O,NEB
913,44,could,MD,O,Nothing
914,44,allow,VB,O,Nothing
915,44,escalation,NN,O,NEB
916,44,of,IN,O,Nothing
917,44,privileges,NNS,O,NEB
918,44,cube,VBP,B-V,Nothing
919,44,security,NN,O,NEB
920,44,linux,NN,O,NEO
921,45,honestly,RB,O,Nothing
922,45,never,RB,O,Nothing
923,45,work,NN,O,NEB
924,45,for,IN,O,Nothing
925,45,earphone,NN,O,NEB
926,45,warehouse,NN,O,NEO
927,45,they,PRP,O,Nothing
928,45,re,VBP,O,Nothing
929,45,the,DT,O,Nothing
930,45,most,RBS,O,Nothing
931,45,corrupt,JJ,O,Nothing
932,45,company,NN,O,NEB
933,45,have,VBP,O,Nothing
934,45,ever,RB,O,Nothing
935,45,come,VBN,O,Nothing
936,45,across,IN,O,Nothing
937,45,and,CC,O,Nothing
938,45,they,PRP,B-ARG0,Nothing
939,45,always,RB,B-ARGM-TMP,Nothing
940,45,leak,VBP,B-V,NEB
941,45,your,PRP$,B-ARG1,Nothing
942,45,data,NNS,I-ARG1,NEB
943,46,ism,NN,O,NEB
944,46,security,NN,O,NEI
945,46,bulletin,NN,O,NEI
946,46,ism,NN,O,NEB
947,46,transparent,JJ,O,Nothing
948,46,cloud,NN,O,NEB
949,46,tiring,NN,O,NEO
950,46,is,VBZ,O,Nothing
951,46,affected,VBN,O,Nothing
952,46,by,IN,O,Nothing
953,46,a,DT,O,Nothing
954,46,security,NN,O,NEI
955,46,vulnerability,NN,O,NEB
956,46,in,IN,O,Nothing
957,46,ism,NN,O,NEB
958,46,java,NN,O,NEO
959,46,do,VBP,O,Nothing
960,46,technology,NN,O,NEB
961,46,edition,NN,O,NEI
962,46,version,NN,O,NEO
963,46,a,DT,O,Nothing
964,46,disclosed,VBN,O,Nothing
965,46,as,IN,O,Nothing
966,46,part,NN,O,NEB
967,46,of,IN,O,Nothing
968,46,the,DT,O,Nothing
969,46,ism,NN,O,NEB
970,46,java,NN,O,NEO
971,46,do,VBP,O,Nothing
972,46,updates,NNS,O,NEB
973,46,in,IN,O,Nothing
974,46,april,NN,O,NEB
975,46,of,IN,O,Nothing
976,46,of,IN,O,Nothing
977,46,see,NN,B-V,NEB
978,46,change,NN,B-ARG1,NEI
979,46,history,NN,I-ARG1,NEI
980,46,amp,NN,O,NEO
981,47,critical,JJ,B-ARG1,NEB
982,47,vulnerability,NN,I-ARG1,NEO
983,47,patched,VBN,B-V,Nothing
984,47,in,IN,B-ARGM-LOC,Nothing
985,47,pop,NN,I-ARGM-LOC,Nothing
986,47,package,NN,I-ARGM-LOC,Nothing
987,47,repository,NN,I-ARGM-LOC,Nothing
988,52,critical,JJ,B-ARG1,Nothing
989,52,vulnerability,NN,I-ARG1,NEB
990,52,patched,VBN,B-V,Nothing
991,52,in,IN,B-ARGM-LOC,Nothing
992,52,pop,NN,I-ARGM-LOC,NEB
993,52,package,NN,I-ARGM-LOC,NEI
994,52,repository,NN,I-ARGM-LOC,NEO
995,52,follow,JJ,O,Nothing
996,52,amp,NN,O,Nothing
997,58,android,JJ,B-V,NEB
998,58,vulnerability,NN,O,NEB
999,58,exposes,VBZ,O,Nothing
1000,58,users,NNS,O,NEB
1001,58,data,NNS,O,NEO
1002,58,via,IN,O,Nothing
1003,58,wifi,NN,O,NEB
1004,59,a,DT,O,Nothing
1005,59,recurs,NN,O,NEB
1006,59,botnet,NN,O,NEO
1007,59,has,VBZ,O,Nothing
1008,59,been,VBN,O,Nothing
1009,59,used,VBN,O,Nothing
1010,59,to,TO,O,Nothing
1011,59,launch,VB,O,Nothing
1012,59,a,DT,O,Nothing
1013,59,campaign,NN,O,NEB
1014,59,of,IN,O,Nothing
1015,59,targeted,JJ,O,Nothing
1016,59,phishing,NN,O,NEB
1017,59,emails,NNS,O,NEO
1018,59,aimed,VBN,O,Nothing
1019,59,at,IN,O,Nothing
1020,59,breaching,VBG,B-V,Nothing
1021,59,the,DT,B-ARG1,Nothing
1022,59,caber,NN,I-ARG1,NEB
1023,59,defences,NNS,I-ARG1,NEO
1024,59,of,IN,I-ARG1,Nothing
1025,59,a,DT,I-ARG1,Nothing
1026,59,number,NN,I-ARG1,NEB
1027,59,of,IN,I-ARG1,Nothing
1028,59,banks,NNS,I-ARG1,NEB
1029,60,apache,NN,B-ARG0,NEB
1030,60,struts,NNS,I-ARG0,NEI
1031,60,vulnerability,NN,I-ARG0,NEO
1032,60,gave,VBD,B-V,Nothing
1033,60,up,RP,O,Nothing
1034,60,access,NN,B-ARG1,NEB
1035,60,at,IN,I-ARG1,Nothing
1036,60,virgin,NN,I-ARG1,NEB
1037,60,airlines,NNS,I-ARG1,NEO
1038,60,in,IN,I-ARG1,Nothing
1039,60,of,IN,O,Nothing
1040,60,of,IN,O,Nothing
1041,61,emergency,NN,O,NEB
1042,61,fix,NN,O,NEO
1043,61,for,IN,O,Nothing
1044,61,windows,NNS,O,NEB
1045,61,of,IN,O,Nothing
1046,61,task,NN,O,NEB
1047,61,scheduler,NN,O,NEI
1048,61,vulnerability,NN,O,NEO
1049,61,released,VBN,B-V,Nothing
1050,61,by,IN,B-ARG0,Nothing
1051,61,patch,NN,I-ARG0,Nothing
1052,63,android,JJ,O,Nothing
1053,63,apr,NN,O,NEB
1054,63,breaking,VBG,B-V,Nothing
1055,63,vulnerability,NN,B-ARG1,NEB
1056,63,leaks,NNS,O,NEI
1057,63,device,NN,O,NEI
1058,63,data,NNS,O,NEO
1059,64,the,DT,B-ARG0,Nothing
1060,64,malware,NN,I-ARG0,NEI
1061,64,that,WDT,I-ARG0,Nothing
1062,64,infected,VBD,I-ARG0,Nothing
1063,64,the,DT,I-ARG0,Nothing
1064,64,world,NN,I-ARG0,NEB
1065,64,reinvents,VBZ,B-V,Nothing
1066,64,itself,PRP,B-ARG1,Nothing
1067,64,fox,JJ,O,NEB
1068,64,news,NN,O,NEB
1069,64,info,NN,O,NEO
1070,64,sec,JJ,O,Nothing
1071,64,security,NN,O,NEB
1072,64,cube,NN,O,NEI
1073,64,security,NN,O,NEB
1074,64,data,NNS,O,NEB
1075,64,reach,VBP,O,Nothing
1076,64,data,NN,O,NEB
1077,64,protection,NN,O,NEI
1078,64,cube,NN,O,NEI
1079,64,attack,NN,O,NEI
1080,64,cube,NN,O,NEI
1081,64,war,NN,O,NEI
1082,64,hacker,NN,O,NEI
1083,64,malware,NN,O,NEI
1084,64,botnet,NN,O,NEI
1085,64,ransom,NN,O,NEO
1086,64,are,VBP,O,Nothing
1087,64,tech,JJ,O,Nothing
1088,64,news,NN,O,NEB
1089,64,it,PRP,O,Nothing
1090,65,android,JJ,O,Nothing
1091,65,apr,NN,O,NEB
1092,65,breaking,VBG,B-V,Nothing
1093,65,vulnerability,NN,B-ARG1,NEB
1094,65,leaks,NNS,O,NEI
1095,65,device,NN,O,NEI
1096,65,data,NNS,O,NEO
1097,66,cybersex,NN,B-ARG1,NEB
1098,66,rite,NN,I-ARG1,NEO
1099,66,another,DT,I-ARG1,Nothing
1100,66,patched,VBD,I-ARG1,Nothing
1101,66,apache,NN,I-ARG1,NEB
1102,66,struts,NNS,I-ARG1,NEI
1103,66,vulnerability,NN,O,NEO
1104,66,exploited,VBD,B-V,Nothing
1105,67,𝐃𝐀𝐈𝐋𝐘,VB,B-ARG1,Nothing
1106,67,a,DT,I-ARG1,Nothing
1107,67,of,IN,I-ARG1,Nothing
1108,67,a,DT,I-ARG1,Nothing
1109,67,a,DT,I-ARG1,Nothing
1110,67,of,IN,I-ARG1,Nothing
1111,67,new,JJ,I-ARG1,Nothing
1112,67,source,NN,I-ARG1,NEB
1113,67,is,VBZ,O,Nothing
1114,67,seen,VBN,B-V,Nothing
1115,67,in,IN,B-ARGM-LOC,Nothing
1116,67,mira,NN,I-ARGM-LOC,NEB
1117,67,like,IN,I-ARGM-LOC,Nothing
1118,67,botnet,NN,I-ARGM-LOC,NEB
1119,67,by,IN,B-ARG0,Nothing
1120,67,as,IN,I-ARG0,Nothing
1121,67,as,IN,I-ARG0,Nothing
1122,67,of,IN,I-ARG0,Nothing
1123,67,a,DT,I-ARG0,Nothing
1124,67,of,IN,I-ARG0,Nothing
1125,67,telecoms,NNS,I-ARG0,NEB
1126,67,egypt,VBP,I-ARG0,NEB
1127,67,as,IN,I-ARG0,Nothing
1128,67,12389,CD,I-ARG0,NEB
1129,67,a,DT,I-ARG0,Nothing
1130,67,of,IN,I-ARG0,Nothing
1131,67,roster,NN,I-ARG0,NEB
1132,67,com,NN,I-ARG0,NEI
1133,67,news,NN,I-ARG0,NEO
1134,67,as,IN,I-ARG0,Nothing
1135,67,of,IN,I-ARG0,Nothing
1136,67,of,IN,I-ARG0,Nothing
1137,67,china,NN,I-ARG0,NEB
1138,67,uni,JJ,I-ARG0,Nothing
1139,67,com,NN,I-ARG0,NEI
1140,67,glob,NN,I-ARG0,NEO
1141,67,as,IN,I-ARG0,Nothing
1142,67,24444,CD,I-ARG0,NEB
1143,67,of,IN,I-ARG0,Nothing
1144,67,china,NN,I-ARG0,NEB
1145,67,mobile,NN,I-ARG0,NEO
1146,67,as,IN,I-ARG0,Nothing
1147,67,18403,CD,I-ARG0,NEB
1148,67,of,IN,I-ARG0,Nothing
1149,67,field,NN,I-ARG0,NEB
1150,67,pm,NN,I-ARG0,NEO
1151,68,another,DT,B-ARG1,Nothing
1152,68,patched,VBD,I-ARG1,Nothing
1153,68,apache,NN,I-ARG1,NEB
1154,68,struts,NNS,I-ARG1,NEI
1155,68,vulnerability,NN,I-ARG1,NEO
1156,68,exploited,VBD,B-V,Nothing
1157,69,android,JJ,O,Nothing
1158,69,apr,NN,O,NEB
1159,69,breaking,VBG,B-V,Nothing
1160,69,vulnerability,NN,B-ARG1,NEB
1161,69,leaks,NNS,O,NEI
1162,69,device,NN,O,NEI
1163,69,data,NNS,O,NEO
1164,70,another,DT,B-ARG1,Nothing
1165,70,patched,VBD,I-ARG1,Nothing
1166,70,apache,NN,I-ARG1,NEB
1167,70,struts,NNS,I-ARG1,NEI
1168,70,vulnerability,NN,I-ARG1,NEO
1169,70,exploited,VBD,B-V,Nothing
1170,71,a,DT,B-ARG1,Nothing
1171,71,remote,JJ,I-ARG1,NEB
1172,71,code,NN,I-ARG1,NEI
1173,71,execution,NN,I-ARG1,NEI
1174,71,vulnerability,NN,I-ARG1,NEO
1175,71,patched,VBN,B-V,Nothing
1176,71,by,IN,B-ARG0,Nothing
1177,71,facebook,NN,I-ARG0,NEB
1178,71,latest,JJS,I-ARG0,Nothing
1179,71,hacking,VBG,I-ARG0,Nothing
1180,71,news,NN,I-ARG0,NEB
1181,72,another,DT,B-ARG1,Nothing
1182,72,patched,VBD,I-ARG1,Nothing
1183,72,apache,NN,I-ARG1,NEB
1184,72,struts,NNS,I-ARG1,NEI
1185,72,vulnerability,NN,I-ARG1,NEO
1186,72,exploited,VBD,B-V,Nothing
1187,73,pc,NN,B-ARG0,NEB
1188,73,code,NN,I-ARG0,NEI
1189,73,surfaces,NNS,O,NEO
1190,73,to,TO,O,Nothing
1191,73,exploit,VB,B-V,Nothing
1192,73,apache,NN,B-ARG1,NEB
1193,73,struts,NNS,I-ARG1,NEI
1194,73,vulnerability,NN,O,NEO
1195,73,by,IN,B-ARGM-MNR,Nothing
1196,73,threat,NN,I-ARGM-MNR,NEB
1197,73,post,NN,I-ARGM-MNR,NEO
1198,74,another,DT,B-ARG1,Nothing
1199,74,patched,VBD,I-ARG1,Nothing
1200,74,apache,NN,I-ARG1,NEB
1201,74,struts,NNS,I-ARG1,NEI
1202,74,vulnerability,NN,I-ARG1,NEO
1203,74,exploited,VBD,B-V,Nothing
1204,75,dos,JJ,O,Nothing
1205,75,attack,NN,O,NEO
1206,75,from,IN,O,Nothing
1207,75,anonymous,JJ,O,Nothing
1208,75,catalonia,NN,O,NEB
1209,75,cripples,NNS,O,NEI
1210,75,bank,NN,O,NEO
1211,75,of,IN,O,Nothing
1212,75,spain,JJ,O,NEB
1213,75,website,JJ,O,Nothing
1214,75,via,IN,O,Nothing
1215,75,hack,NN,O,NEB
1216,75,read,NN,O,NEI
1217,75,info,NN,O,NEO
1218,75,sec,JJ,O,Nothing
1219,75,revolution,NN,O,NEB
1220,75,activist,NN,O,NEI
1221,75,tango,NN,O,NEO
1222,75,own,JJ,B-V,Nothing
1223,76,it,PRP,B-ARG0,Nothing
1224,76,hurricane,VBZ,I-ARG0,Nothing
1225,76,labs,RBR,I-ARG0,Nothing
1226,76,a,DT,I-ARG0,Nothing
1227,76,year,NN,I-ARG0,NEB
1228,76,old,JJ,I-ARG0,Nothing
1229,76,misfortune,NN,I-ARG0,NEB
1230,76,cookie,NN,I-ARG0,NEI
1231,76,vulnerability,NN,I-ARG0,NEO
1232,76,threatens,VBZ,B-V,Nothing
1233,76,capsule,NN,B-ARG2,NEB
1234,76,technologies,NNS,I-ARG2,NEO
1235,76,medical,JJ,I-ARG2,Nothing
1236,76,gateway,NN,I-ARG2,NEB
1237,76,device,NN,I-ARG2,NEO
1238,77,at,IN,O,Nothing
1239,77,least,JJS,O,Nothing
1240,77,windows,NNS,B-ARG0,NEB
1241,77,defender,NN,I-ARG0,NEB
1242,77,is,VBZ,O,Nothing
1243,77,better,RBR,O,Nothing
1244,77,at,IN,O,Nothing
1245,77,detecting,VBG,B-V,Nothing
1246,77,variants,NNS,B-ARG1,NEB
1247,77,of,IN,I-ARG1,Nothing
1248,77,this,DT,I-ARG1,Nothing
1249,77,exploit,JJ,I-ARG1,Nothing
1250,77,by,IN,B-ARGM-TMP,Nothing
1251,77,now,RB,I-ARGM-TMP,Nothing
1252,78,was,VBD,O,Nothing
1253,78,technic,JJ,O,Nothing
1254,78,hall,NN,O,NEB
1255,78,stephen,NN,O,NEO
1256,78,haitian,JJ,O,Nothing
1257,78,tech,NN,O,NEB
1258,78,google,VBD,O,Nothing
1259,78,the,DT,O,Nothing
1260,78,vulnerability,NN,O,NEB
1261,78,is,VBZ,O,Nothing
1262,78,that,IN,O,Nothing
1263,78,in,IN,O,Nothing
1264,78,that,DT,O,Nothing
1265,78,interface,VBP,O,Nothing
1266,78,the,DT,O,Nothing
1267,78,device,NN,O,NEB
1268,78,does,VBZ,O,Nothing
1269,78,not,RB,O,Nothing
1270,78,respect,VB,O,Nothing
1271,78,the,DT,O,Nothing
1272,78,uhf,JJ,O,Nothing
1273,78,authenticate,NN,O,NEB
1274,78,parameter,NN,O,NEO
1275,78,of,IN,O,Nothing
1276,78,of,IN,O,Nothing
1277,78,it,PRP,O,Nothing
1278,78,acts,VBZ,O,Nothing
1279,78,like,IN,O,Nothing
1280,78,parameter,NN,O,NEO
1281,78,of,IN,O,Nothing
1282,78,of,IN,O,Nothing
1283,78,it,PRP,O,Nothing
1284,78,signs,NNS,O,NEB
1285,78,the,DT,O,Nothing
1286,78,message,NN,O,NEB
1287,78,right,RB,O,Nothing
1288,78,away,RB,O,Nothing
1289,78,without,IN,O,Nothing
1290,78,blinking,VBG,O,Nothing
1291,78,the,DT,O,Nothing
1292,78,led,VBN,O,Nothing
1293,78,or,CC,O,Nothing
1294,78,waiting,VBG,O,Nothing
1295,78,for,IN,O,Nothing
1296,78,the,DT,B-ARG0,Nothing
1297,78,user,NN,I-ARG0,NEB
1298,78,to,TO,O,Nothing
1299,78,touch,VB,B-V,NEB
1300,78,the,DT,B-ARG1,Nothing
1301,78,button,NN,I-ARG1,NEB
1302,79,this,DT,O,Nothing
1303,79,old,JJ,O,Nothing
1304,79,ransom,NN,O,NEB
1305,79,are,VBP,O,Nothing
1306,79,is,VBZ,O,Nothing
1307,79,now,RB,O,Nothing
1308,79,bit,RB,B-ARG1,Nothing
1309,79,coin,JJ,I-ARG1,NEB
1310,79,stealing,VBG,B-V,Nothing
1311,79,malware,NN,O,NEB
1312,79,arete,NN,O,NEO
1313,80,self,NN,O,NEB
1314,80,hosted,VBD,O,Nothing
1315,80,website,NN,O,NEB
1316,80,of,IN,O,Nothing
1317,80,bank,NN,O,NEB
1318,80,of,IN,O,Nothing
1319,80,spain,NN,O,NEB
1320,80,hit,VBN,O,Nothing
1321,80,by,IN,O,Nothing
1322,80,dos,JJ,O,Nothing
1323,80,attack,NN,O,NEO
1324,80,time,NN,O,NEO
1325,80,to,TO,O,Nothing
1326,80,use,VB,B-V,NEB
1327,80,a,DT,B-ARG1,Nothing
1328,80,can,MD,I-ARG1,Nothing
1329,81,a,DT,B-ARG1,Nothing
1330,81,remote,JJ,I-ARG1,NEB
1331,81,code,NN,I-ARG1,NEI
1332,81,execution,NN,I-ARG1,NEI
1333,81,vulnerability,NN,I-ARG1,NEO
1334,81,patched,VBN,B-V,Nothing
1335,81,by,IN,B-ARG0,Nothing
1336,81,facebook,NN,I-ARG0,NEB
1337,81,a,DT,O,Nothing
1338,81,artificial,JJ,O,NEB
1339,81,intelligence,NN,O,NEB
1340,81,cube,NN,O,NEI
1341,81,security,NN,O,NEI
1342,81,cube,NN,O,NEI
1343,81,attack,NN,O,NEI
1344,81,info,NN,O,NEI
1345,81,sec,NN,O,NEO
1346,82,financial,JJ,B-ARG1,NEB
1347,82,institutions,NNS,I-ARG1,NEI
1348,82,consumer,NN,I-ARG1,NEI
1349,82,data,NNS,I-ARG1,NEO
1350,82,exposed,VBN,B-V,Nothing
1351,82,in,IN,B-ARGM-LOC,Nothing
1352,82,web,NN,I-ARGM-LOC,NEB
1353,82,platform,NN,I-ARGM-LOC,NEI
1354,82,vulnerability,NN,I-ARGM-LOC,NEO
1355,83,fax,NN,O,NEB
1356,83,machines,NNS,O,NEO
1357,83,are,VBP,O,Nothing
1358,83,still,RB,O,Nothing
1359,83,widely,RB,O,Nothing
1360,83,used,VBN,O,Nothing
1361,83,in,IN,O,Nothing
1362,83,healthcare,NN,O,NEB
1363,83,and,CC,O,Nothing
1364,83,a,DT,O,Nothing
1365,83,communications,NNS,O,NEB
1366,83,protocol,NN,O,NEI
1367,83,vulnerability,NN,O,NEO
1368,83,is,VBZ,O,Nothing
1369,83,leaving,VBG,O,Nothing
1370,83,them,PRP,B-ARG1,Nothing
1371,83,exposed,VBN,B-V,Nothing
1372,83,to,TO,B-ARG2,Nothing
1373,83,cube,VB,I-ARG2,NEB
1374,83,attacks,NNS,I-ARG2,NEB
1375,83,more,JJR,B-ARGM-ADV,Nothing
1376,83,here,RB,B-ARGM-LOC,Nothing
1377,84,a,DT,B-ARG0,Nothing
1378,84,year,NN,I-ARG0,NEB
1379,84,old,JJ,I-ARG0,Nothing
1380,84,misfortune,NN,I-ARG0,NEB
1381,84,cookie,NN,I-ARG0,NEI
1382,84,vulnerability,NN,I-ARG0,NEO
1383,84,threatens,VBZ,B-V,Nothing
1384,84,capsule,NN,B-ARG2,NEB
1385,84,technologies,NNS,I-ARG2,NEO
1386,84,medical,JJ,I-ARG2,Nothing
1387,84,gateway,NN,I-ARG2,NEB
1388,84,device,NN,I-ARG2,NEO
1389,85,new,JJ,B-ARG1,NEB
1390,85,post,NN,I-ARG1,NEO
1391,85,from,IN,I-ARG1,Nothing
1392,85,post,NN,I-ARG1,NEO
1393,85,real,JJ,I-ARG1,Nothing
1394,85,jobs,NNS,I-ARG1,NEB
1395,85,driver,RB,I-ARG1,Nothing
1396,85,sol,VBP,I-ARG1,Nothing
1397,85,factory,NN,I-ARG1,NEB
1398,85,man,NN,I-ARG1,NEO
1399,85,in,IN,I-ARG1,Nothing
1400,85,the,DT,I-ARG1,Nothing
1401,85,middle,JJ,I-ARG1,Nothing
1402,85,attack,NN,I-ARG1,NEO
1403,85,vulnerability,NN,I-ARG1,NEO
1404,85,has,VBZ,O,Nothing
1405,85,been,VBN,O,Nothing
1406,85,published,VBN,B-V,Nothing
1407,85,on,IN,B-ARGM-LOC,Nothing
1408,86,pro,JJ,O,Nothing
1409,86,hashing,VBG,O,Nothing
1410,86,site,NN,O,NEB
1411,86,and,CC,O,Nothing
1412,86,pool,VB,B-V,NEB
1413,86,down,RP,O,Nothing
1414,86,maintenance,NN,B-ARG1,NEB
1415,87,android,JJ,B-V,NEB
1416,87,vulnerability,NN,O,NEB
1417,87,exposes,VBZ,O,Nothing
1418,87,users,NNS,O,NEB
1419,87,data,NNS,O,NEO
1420,87,via,IN,O,Nothing
1421,87,wifi,NN,O,NEB
1422,88,critical,JJ,B-ARG1,NEB
1423,88,vulnerability,NN,I-ARG1,NEO
1424,88,patched,VBN,B-V,Nothing
1425,88,in,IN,B-ARGM-LOC,Nothing
1426,88,pop,NN,I-ARGM-LOC,Nothing
1427,88,package,NN,I-ARGM-LOC,Nothing
1428,88,repository,NN,I-ARGM-LOC,Nothing
1429,91,ave,NN,O,NEO
1430,91,of,IN,O,Nothing
1431,91,of,IN,O,Nothing
1432,91,of,IN,O,Nothing
1433,91,of,IN,O,Nothing
1434,91,balance,NN,O,NEB
1435,91,my,PRP$,O,Nothing
1436,91,of,IN,O,Nothing
1437,91,firmware,NN,O,NEB
1438,91,a,DT,B-ARG1,Nothing
1439,91,vulnerability,NN,I-ARG1,NEB
1440,91,has,VBZ,O,Nothing
1441,91,been,VBN,O,Nothing
1442,91,identified,VBN,B-V,Nothing
1443,91,in,IN,B-ARGM-LOC,Nothing
1444,91,balance,NN,I-ARGM-LOC,NEB
1445,91,my,PRP$,I-ARGM-LOC,Nothing
1446,91,of,IN,I-ARGM-LOC,Nothing
1447,91,all,DT,I-ARGM-LOC,Nothing
1448,91,versions,NNS,I-ARGM-LOC,NEB
1449,91,an,DT,O,Nothing
1450,91,a,DT,O,Nothing
1451,91,the,DT,O,Nothing
1452,92,ave,NN,O,NEB
1453,92,of,IN,O,Nothing
1454,92,of,IN,O,Nothing
1455,92,of,IN,O,Nothing
1456,92,of,IN,O,Nothing
1457,92,render,NN,O,NEO
1458,92,an,DT,O,Nothing
1459,92,a,DT,O,Nothing
1460,92,denial,NN,O,NEB
1461,92,of,IN,O,Nothing
1462,92,service,NN,O,NEB
1463,92,vulnerability,NN,O,NEO
1464,92,exists,VBZ,B-V,Nothing
1465,92,in,IN,B-ARGM-LOC,Nothing
1466,92,the,DT,I-ARGM-LOC,Nothing
1467,92,par,NN,I-ARGM-LOC,NEB
1468,92,render,NN,I-ARGM-LOC,NEO
1469,92,an,DT,O,Nothing
1470,92,it,PRP,O,Nothing
1471,92,display,VBD,O,NEB
1472,92,service,NN,O,NEB
1473,92,of,IN,O,Nothing
1474,92,a,DT,O,Nothing
1475,92,a,DT,O,Nothing
1476,94,microsoft,JJ,B-ARG0,NEB
1477,94,windows,NNS,I-ARG0,NEI
1478,94,task,NN,I-ARG0,NEI
